Team,Player,Week,Rank,Projected_Points,Actual_Points,Position,Total_Expected,Total_Actual,Point-Residuals
Devon Allen’s Hurdle crew,Melvin Gordon III,2,0,11.39,6.3,RB,144.72,87.1,-5.09
Devon Allen’s Hurdle crew,Melvin Gordon III,3,0,9.3,16.5,RB,144.72,87.1,7.2
Devon Allen’s Hurdle crew,Melvin Gordon III,4,0,10.41,-1.2,RB,144.72,87.1,-11.61
Devon Allen’s Hurdle crew,Melvin Gordon III,5,0,13.49,13.3,RB,144.72,87.1,-0.19
Devon Allen’s Hurdle crew,Melvin Gordon III,6,0,12.59,0.8,RB,144.72,87.1,-11.79
Devon Allen’s Hurdle crew,Melvin Gordon III,7,0,7.44,7,RB,144.72,87.1,-0.44
Devon Allen’s Hurdle crew,Melvin Gordon III,8,0,10,14.2,RB,144.72,87.1,4.2
Devon Allen’s Hurdle crew,Melvin Gordon III,9,0,0,0,RB,144.72,87.1,0
Deshaunorable Discharge,Melvin Gordon III,10,0,7.28,11,RB,144.72,87.1,3.72
Deshaunorable Discharge,Melvin Gordon III,11,0,9.68,12,RB,144.72,87.1,2.32
Deshaunorable Discharge,Melvin Gordon III,12,0,0,0,RB,144.72,87.1,0
Devon Allen’s Hurdle crew,Justin Tucker,1,13,8.41,6,K,144.4,129,-2.41
Devon Allen’s Hurdle crew,Justin Tucker,2,9,8.72,10,K,144.4,129,1.28
Devon Allen’s Hurdle crew,Justin Tucker,3,19,8.32,9,K,144.4,129,0.68
Devon Allen’s Hurdle crew,Justin Tucker,4,3,8.02,11,K,144.4,129,2.98
Devon Allen’s Hurdle crew,Justin Tucker,5,30,7.92,16,K,144.4,129,8.08
Devon Allen’s Hurdle crew,Justin Tucker,6,24,7.8,7,K,144.4,129,-0.8
Devon Allen’s Hurdle crew,Justin Tucker,7,20,8.44,13,K,144.4,129,4.56
Devon Allen’s Hurdle crew,Justin Tucker,8,4,8.06,8,K,144.4,129,-0.06
Devon Allen’s Hurdle crew,Justin Tucker,9,28,7.89,10,K,144.4,129,2.11
Devon Allen’s Hurdle crew,Justin Tucker,10,0,0,0,K,144.4,129,0
Devon Allen’s Hurdle crew,Justin Tucker,11,9,8.72,7,K,144.4,129,-1.72
Devon Allen’s Hurdle crew,Justin Tucker,12,12,8.29,14,K,144.4,129,5.71
Devon Allen’s Hurdle crew,Chris Olave,1,27,9.55,9.1,WR,174.45,175,-0.45
Devon Allen’s Hurdle crew,Chris Olave,2,19,8.5,11,WR,174.45,175,2.5
Devon Allen’s Hurdle crew,Chris Olave,3,25,9.43,23.7,WR,174.45,175,14.27
Devon Allen’s Hurdle crew,Chris Olave,4,31,12.14,16.7,WR,174.45,175,4.56
Devon Allen’s Hurdle crew,Chris Olave,5,3,13.75,15.4,WR,174.45,175,1.65
Devon Allen’s Hurdle crew,Chris Olave,6,10,0,0,WR,174.45,175,0
Devon Allen’s Hurdle crew,Chris Olave,7,14,13.26,17.6,WR,174.45,175,4.34
Devon Allen’s Hurdle crew,Chris Olave,8,17,14.33,10.2,WR,174.45,175,-4.13
Devon Allen’s Hurdle crew,Chris Olave,9,26,13.56,13.1,WR,174.45,175,-0.46
Devon Allen’s Hurdle crew,Chris Olave,10,28,13.47,7,WR,174.45,175,-6.47
Devon Allen’s Hurdle crew,Chris Olave,11,21,11.99,21.2,WR,174.45,175,9.21
Devon Allen’s Hurdle crew,Chris Olave,12,20,12.71,11.2,WR,174.45,175,-1.51
Devon Allen’s Hurdle crew,Cowboys D/ST,1,11,3.66,4,D/ST,106.49,135,0.34
Devon Allen’s Hurdle crew,Cowboys D/ST,2,8,6.07,9,D/ST,106.49,135,2.93
Devon Allen’s Hurdle crew,Cowboys D/ST,3,16,7.33,10,D/ST,106.49,135,2.67
Devon Allen’s Hurdle crew,Cowboys D/ST,4,24,6.82,11,D/ST,106.49,135,4.18
Devon Allen’s Hurdle crew,Cowboys D/ST,5,32,7.59,22,D/ST,106.49,135,14.41
Devon Allen’s Hurdle crew,Cowboys D/ST,6,2,4.1,6,D/ST,106.49,135,1.9
Devon Allen’s Hurdle crew,Cowboys D/ST,7,5,5.49,19,D/ST,106.49,135,13.51
Devon Allen’s Hurdle crew,Cowboys D/ST,8,28,8.36,10,D/ST,106.49,135,1.64
Devon Allen’s Hurdle crew,Cowboys D/ST,9,0,0,0,D/ST,106.49,135,0
Devon Allen’s Hurdle crew,Cowboys D/ST,10,20,5.9,2,D/ST,106.49,135,-3.9
Devon Allen’s Hurdle crew,Cowboys D/ST,11,15,4.49,16,D/ST,106.49,135,11.51
Devon Allen’s Hurdle crew,Cowboys D/ST,12,16,6.19,3,D/ST,106.49,135,-3.19
Devon Allen’s Hurdle crew,Derek Carr,1,19,15.99,13.8,QB,260.61,212.72,-2.19
Devon Allen’s Hurdle crew,Derek Carr,2,25,17.64,18.98,QB,260.61,212.72,1.34
Devon Allen’s Hurdle crew,Derek Carr,3,30,17.88,19.82,QB,260.61,212.72,1.94
Devon Allen’s Hurdle crew,Derek Carr,4,1,16.08,11.52,QB,260.61,212.72,-4.56
Devon Allen’s Hurdle crew,Derek Carr,5,29,17.7,17.94,QB,260.61,212.72,0.24
Devon Allen’s Hurdle crew,Derek Carr,6,0,0,0,QB,260.61,212.72,0
Hot Chubb Time  Machine 2,Derek Carr,7,5,16.55,13.54,QB,260.61,212.72,-3.01
Hot Chubb Time  Machine 2,Derek Carr,8,17,16.71,1.94,QB,260.61,212.72,-14.77
Deshaunorable Discharge,Derek Carr,10,18,17.23,20.8,QB,260.61,212.72,3.57
Corduroy Patterson,Derek Carr,12,9,15.62,2.58,QB,260.61,212.72,-13.04
Devon Allen’s Hurdle crew,Rex Burkhead,1,28,7.97,12,RB,125.89,63.6,4.03
Devon Allen’s Hurdle crew,Rex Burkhead,2,13,11.43,2.9,RB,125.89,63.6,-8.53
Devon Allen’s Hurdle crew,Rex Burkhead,3,25,9.56,7,RB,125.89,63.6,-2.56
Devon Allen’s Hurdle crew,Rex Burkhead,4,27,9.03,14.9,RB,125.89,63.6,5.87
Devon Allen’s Hurdle crew,Rex Burkhead,5,24,8.97,4.8,RB,125.89,63.6,-4.17
Devon Allen’s Hurdle crew,Rex Burkhead,6,0,0,0,RB,125.89,63.6,0
Devon Allen’s Hurdle crew,Rex Burkhead,7,29,7.78,6.9,RB,125.89,63.6,-0.88
Devon Allen’s Hurdle crew,Rex Burkhead,8,8,7.71,1.2,RB,125.89,63.6,-6.51
Devon Allen’s Hurdle crew,Rex Burkhead,9,16,4.69,2.5,RB,125.89,63.6,-2.19
Devon Allen’s Hurdle crew,Rex Burkhead,10,17,6.02,5,RB,125.89,63.6,-1.02
Devon Allen’s Hurdle crew,Rex Burkhead,11,5,4.88,0,RB,125.89,63.6,-4.88
Devon Allen’s Hurdle crew,Rex Burkhead,12,23,3.85,1.5,RB,125.89,63.6,-2.35
Devon Allen’s Hurdle crew,Noah Fant,1,20,8.76,4.6,TE,139.83,101.4,-4.16
Devon Allen’s Hurdle crew,Noah Fant,2,8,7.12,3.1,TE,139.83,101.4,-4.02
Devon Allen’s Hurdle crew,Noah Fant,3,29,6.68,6.7,TE,139.83,101.4,0.02
Devon Allen’s Hurdle crew,Noah Fant,4,27,6.63,7.2,TE,139.83,101.4,0.57
Corduroy Patterson,Noah Fant,12,27,6.63,7.2,TE,139.83,101.4,0.57
Devon Allen’s Hurdle crew,Jalen Tolbert,1,19,4.59,0,WR,21.28,3.2,-4.59
Devon Allen’s Hurdle crew,Jake Elliott,1,7,7.59,8,K,132.51,82,0.41
Devon Allen’s Hurdle crew,Jake Elliott,2,32,8.19,5,K,132.51,82,-3.19
Devon Allen’s Hurdle crew,Jake Elliott,3,13,7.92,6,K,132.51,82,-1.92
Devon Allen’s Hurdle crew,Jake Elliott,4,12,8.03,5,K,132.51,82,-3.03
3 PP Wine,Jake Elliott,8,13,7.92,6,K,132.51,82,-1.92
JTT 4EVR,Jonathan Taylor,1,32,21.82,27.5,RB,316.99,146.4,5.68
JTT 4EVR,Jonathan Taylor,2,24,21.72,7.3,RB,316.99,146.4,-14.42
JTT 4EVR,Jonathan Taylor,3,20,19.66,12.1,RB,316.99,146.4,-7.56
JTT 4EVR,Jonathan Taylor,4,8,21.16,3.3,RB,316.99,146.4,-17.86
JTT 4EVR,Jonathan Taylor,5,13,0,0,RB,316.99,146.4,0
JTT 4EVR,Jonathan Taylor,6,24,0,0,RB,316.99,146.4,0
JTT 4EVR,Jonathan Taylor,7,8,18.44,15.5,RB,316.99,146.4,-2.94
JTT 4EVR,Jonathan Taylor,8,5,17.21,5.6,RB,316.99,146.4,-11.61
JTT 4EVR,Jonathan Taylor,9,2,0,0,RB,316.99,146.4,0
JTT 4EVR,Jonathan Taylor,10,29,16.53,24.3,RB,316.99,146.4,7.77
JTT 4EVR,Jonathan Taylor,11,16,16.52,16.4,RB,316.99,146.4,-0.12
JTT 4EVR,Jonathan Taylor,12,11,19.08,18.8,RB,316.99,146.4,-0.28
JTT 4EVR,Tyreek Hill,1,9,15.85,18,WR,246.45,312.9,2.15
JTT 4EVR,Tyreek Hill,2,26,17.04,42,WR,246.45,312.9,24.96
JTT 4EVR,Tyreek Hill,3,22,19.73,5.3,WR,246.45,312.9,-14.43
JTT 4EVR,Tyreek Hill,4,10,19.48,25.9,WR,246.45,312.9,6.42
JTT 4EVR,Tyreek Hill,5,2,19.24,13,WR,246.45,312.9,-6.24
JTT 4EVR,Tyreek Hill,6,31,17.4,29.7,WR,246.45,312.9,12.3
JTT 4EVR,Tyreek Hill,7,28,19.7,14.2,WR,246.45,312.9,-5.5
JTT 4EVR,Tyreek Hill,8,30,21.2,31.5,WR,246.45,312.9,10.3
JTT 4EVR,Tyreek Hill,9,16,23.05,27.3,WR,246.45,312.9,4.25
JTT 4EVR,Tyreek Hill,10,11,22.77,15.4,WR,246.45,312.9,-7.37
JTT 4EVR,Tyreek Hill,11,0,0,0,WR,246.45,312.9,0
JTT 4EVR,Tyreek Hill,12,4,22.27,15,WR,246.45,312.9,-7.27
JTT 4EVR,Mike Evans,1,24,14.76,18.1,WR,223.32,170.8,3.34
JTT 4EVR,Mike Evans,2,13,13.79,9.1,WR,223.32,170.8,-4.69
JTT 4EVR,Mike Evans,3,5,0,0,WR,223.32,170.8,0
JTT 4EVR,Mike Evans,4,29,15.06,30.3,WR,223.32,170.8,15.24
JTT 4EVR,Mike Evans,5,27,15.09,12.1,WR,223.32,170.8,-2.99
JTT 4EVR,Mike Evans,6,28,15.3,8.2,WR,223.32,170.8,-7.1
JTT 4EVR,Mike Evans,7,25,13.25,18.6,WR,223.32,170.8,5.35
JTT 4EVR,Mike Evans,8,26,15.45,18.3,WR,223.32,170.8,2.85
JTT 4EVR,Mike Evans,9,21,13.84,9,WR,223.32,170.8,-4.84
JTT 4EVR,Mike Evans,10,3,14.21,10.4,WR,223.32,170.8,-3.81
JTT 4EVR,Mike Evans,11,0,0,0,WR,223.32,170.8,0
JTT 4EVR,Mike Evans,12,11,14.22,5.1,WR,223.32,170.8,-9.12
JTT 4EVR,J.K. Dobbins,1,9,0,0,RB,214.3,66,0
JTT 4EVR,J.K. Dobbins,2,23,0,0,RB,214.3,66,0
JTT 4EVR,J.K. Dobbins,3,2,10.76,6,RB,214.3,66,-4.76
JTT 4EVR,J.K. Dobbins,4,12,10.51,22.3,RB,214.3,66,11.79
JTT 4EVR,J.K. Dobbins,5,10,13.12,4.4,RB,214.3,66,-8.72
JTT 4EVR,J.K. Dobbins,6,17,11.65,1.5,RB,214.3,66,-10.15
JTT 4EVR,J.K. Dobbins,7,30,0,0,RB,214.3,66,0
JTT 4EVR,J.K. Dobbins,8,4,0,0,RB,214.3,66,0
JTT 4EVR,J.K. Dobbins,9,15,0,0,RB,214.3,66,0
JTT 4EVR,J.K. Dobbins,10,0,0,0,RB,214.3,66,0
JTT 4EVR,J.K. Dobbins,11,19,0,0,RB,214.3,66,0
JTT 4EVR,J.K. Dobbins,12,24,0,0,RB,214.3,66,0
JTT 4EVR,Lamar Jackson,1,8,21.24,20.22,QB,316.41,236.08,-1.02
JTT 4EVR,Lamar Jackson,2,31,20.62,42.62,QB,316.41,236.08,22
JTT 4EVR,Lamar Jackson,3,12,23.23,39.42,QB,316.41,236.08,16.19
JTT 4EVR,Lamar Jackson,4,4,23.11,13.06,QB,316.41,236.08,-10.05
JTT 4EVR,Lamar Jackson,5,7,22.94,14.76,QB,316.41,236.08,-8.18
JTT 4EVR,Lamar Jackson,6,14,21.9,16.1,QB,316.41,236.08,-5.8
JTT 4EVR,Lamar Jackson,7,10,25.39,10.7,QB,316.41,236.08,-14.69
JTT 4EVR,Lamar Jackson,8,20,21.27,21.82,QB,316.41,236.08,0.55
JTT 4EVR,Lamar Jackson,9,17,20.73,17.52,QB,316.41,236.08,-3.21
JTT 4EVR,Lamar Jackson,10,0,0,0,QB,316.41,236.08,0
JTT 4EVR,Lamar Jackson,11,13,22.01,15.46,QB,316.41,236.08,-6.55
JTT 4EVR,Lamar Jackson,12,27,20.83,23.06,QB,316.41,236.08,2.23
JTT 4EVR,Dalton Schultz,1,26,11.73,13.2,TE,176.66,103.5,1.47
JTT 4EVR,Dalton Schultz,2,19,10.14,1.8,TE,176.66,103.5,-8.34
JTT 4EVR,Dalton Schultz,3,21,0,0,TE,176.66,103.5,0
JTT 4EVR,Dalton Schultz,4,1,8.91,0,TE,176.66,103.5,-8.91
JTT 4EVR,Dalton Schultz,5,12,8.85,0,TE,176.66,103.5,-8.85
JTT 4EVR,Dalton Schultz,6,9,0,0,TE,176.66,103.5,0
JTT 4EVR,Dalton Schultz,7,27,8.53,9.9,TE,176.66,103.5,1.37
JTT 4EVR,Dalton Schultz,8,3,8.28,13.4,TE,176.66,103.5,5.12
JTT 4EVR,Dalton Schultz,9,0,0,0,TE,176.66,103.5,0
JTT 4EVR,Dalton Schultz,10,11,9.13,17.4,TE,176.66,103.5,8.27
JTT 4EVR,Dalton Schultz,11,18,11.39,5.2,TE,176.66,103.5,-6.19
JTT 4EVR,Dalton Schultz,12,21,10.73,19.1,TE,176.66,103.5,8.37
JTT 4EVR,Marquise Brown,1,29,14.48,14.3,WR,211.78,133.4,-0.18
JTT 4EVR,Marquise Brown,2,17,13.72,12.8,WR,211.78,133.4,-0.92
JTT 4EVR,Marquise Brown,3,21,13.48,28,WR,211.78,133.4,14.52
JTT 4EVR,Marquise Brown,4,25,14.69,20.8,WR,211.78,133.4,6.11
JTT 4EVR,Marquise Brown,5,6,15.88,21.8,WR,211.78,133.4,5.92
JTT 4EVR,Marquise Brown,6,3,17.58,11.8,WR,211.78,133.4,-5.78
JTT 4EVR,Marquise Brown,7,13,0,0,WR,211.78,133.4,0
JTT 4EVR,Marquise Brown,8,31,0,0,WR,211.78,133.4,0
JTT 4EVR,Marquise Brown,9,3,0,0,WR,211.78,133.4,0
JTT 4EVR,Marquise Brown,10,21,0,0,WR,211.78,133.4,0
JTT 4EVR,Marquise Brown,11,20,0,0,WR,211.78,133.4,0
JTT 4EVR,Marquise Brown,12,8,9.58,10.6,WR,211.78,133.4,1.02
JTT 4EVR,Buccaneers D/ST,1,3,4.95,12,D/ST,124.63,83,7.05
JTT 4EVR,Buccaneers D/ST,2,27,7.09,25,D/ST,124.63,83,17.91
JTT 4EVR,Buccaneers D/ST,3,20,6.45,6,D/ST,124.63,83,-0.45
JTT 4EVR,Buccaneers D/ST,4,1,3,-1,D/ST,124.63,83,-4
JTT 4EVR,Buccaneers D/ST,5,18,6.98,8,D/ST,124.63,83,1.02
JTT 4EVR,Buccaneers D/ST,6,21,6.71,4,D/ST,124.63,83,-2.71
JTT 4EVR,Buccaneers D/ST,7,23,7.6,1,D/ST,124.63,83,-6.6
JTT 4EVR,Buccaneers D/ST,8,11,3.74,0,D/ST,124.63,83,-3.74
JTT 4EVR,Buccaneers D/ST,9,32,6.03,9,D/ST,124.63,83,2.97
JTT 4EVR,Buccaneers D/ST,10,17,4.63,8,D/ST,124.63,83,3.37
JTT 4EVR,Buccaneers D/ST,11,0,0,0,D/ST,124.63,83,0
JTT 4EVR,Buccaneers D/ST,12,14,4.18,5,D/ST,124.63,83,0.82
JTT 4EVR,Dameon Pierce,1,28,10.95,4.9,RB,183.65,166.4,-6.05
JTT 4EVR,Dameon Pierce,2,13,10.45,8.7,RB,183.65,166.4,-1.75
JTT 4EVR,Dameon Pierce,3,25,11.81,18.1,RB,183.65,166.4,6.29
JTT 4EVR,Dameon Pierce,4,27,12.45,25.9,RB,183.65,166.4,13.45
JTT 4EVR,Dameon Pierce,5,24,13.75,20.3,RB,183.65,166.4,6.55
JTT 4EVR,Dameon Pierce,6,0,0,0,RB,183.65,166.4,0
JTT 4EVR,Dameon Pierce,7,29,18.06,15.7,RB,183.65,166.4,-2.36
JTT 4EVR,Dameon Pierce,8,8,17.28,14.1,RB,183.65,166.4,-3.18
JTT 4EVR,Dameon Pierce,9,16,17.13,13.9,RB,183.65,166.4,-3.23
JTT 4EVR,Dameon Pierce,10,17,17.08,12.2,RB,183.65,166.4,-4.88
JTT 4EVR,Dameon Pierce,11,5,15.12,3.7,RB,183.65,166.4,-11.42
JTT 4EVR,Dameon Pierce,12,23,14.13,4.6,RB,183.65,166.4,-9.53
JTT 4EVR,Tyler Boyd,1,28,8.42,13.3,WR,168.31,151.92,4.88
JTT 4EVR,Tyler Boyd,2,24,8.07,5.7,WR,168.31,151.92,-2.37
JTT 4EVR,Tyler Boyd,3,2,7.05,20.5,WR,168.31,151.92,13.45
JTT 4EVR,Tyler Boyd,4,18,7.55,7.62,WR,168.31,151.92,0.07
JTT 4EVR,Tyler Boyd,5,26,8.38,6.2,WR,168.31,151.92,-2.18
JTT 4EVR,Tyler Boyd,6,13,6.89,12.6,WR,168.31,151.92,5.71
JTT 4EVR,Tyler Boyd,7,27,7.04,29.5,WR,168.31,151.92,22.46
JTT 4EVR,Tyler Boyd,8,11,11.8,12.8,WR,168.31,151.92,1
JTT 4EVR,Tyler Boyd,9,25,11.8,9.4,WR,168.31,151.92,-2.4
JTT 4EVR,Tyler Boyd,10,0,0,0,WR,168.31,151.92,0
JTT 4EVR,Tyler Boyd,11,28,12.94,6.2,WR,168.31,151.92,-6.74
JTT 4EVR,Tyler Boyd,12,32,12.39,3.6,WR,168.31,151.92,-8.79
JTT 4EVR,Jarvis Landry,1,27,8.86,18.4,WR,144.95,60.2,9.54
JTT 4EVR,Jarvis Landry,2,19,10.57,6.5,WR,144.95,60.2,-4.07
JTT 4EVR,Jarvis Landry,3,25,8.59,4.2,WR,144.95,60.2,-4.39
JTT 4EVR,Jarvis Landry,4,31,10.76,4.7,WR,144.95,60.2,-6.06
JTT 4EVR,Jarvis Landry,5,3,0.07,0,WR,144.95,60.2,-0.07
JTT 4EVR,Jarvis Landry,6,10,0,0,WR,144.95,60.2,0
JTT 4EVR,Jarvis Landry,7,14,0,0,WR,144.95,60.2,0
JTT 4EVR,Jarvis Landry,8,17,0,0,WR,144.95,60.2,0
JTT 4EVR,Jarvis Landry,9,26,0,0,WR,144.95,60.2,0
JTT 4EVR,Jarvis Landry,10,28,9.29,6.7,WR,144.95,60.2,-2.59
JTT 4EVR,Jarvis Landry,11,21,9.17,12.3,WR,144.95,60.2,3.13
JTT 4EVR,Jarvis Landry,12,20,9.73,4,WR,144.95,60.2,-5.73
JTT 4EVR,Tyler Bass,1,27,7.54,8,K,131.58,132,0.46
JTT 4EVR,Tyler Bass,2,6,8.16,12,K,131.58,132,3.84
JTT 4EVR,Tyler Bass,3,9,7.92,4,K,131.58,132,-3.92
JTT 4EVR,Tyler Bass,4,8,7.45,11,K,131.58,132,3.55
JTT 4EVR,Tyler Bass,5,26,7.94,7,K,131.58,132,-0.94
JTT 4EVR,Tyler Bass,6,16,7.42,6,K,131.58,132,-1.42
JTT 4EVR,Tyler Bass,7,0,0,0,K,131.58,132,0
JTT 4EVR,Tyler Bass,8,13,7.79,10,K,131.58,132,2.21
JTT 4EVR,Tyler Bass,9,13,7.61,6,K,131.58,132,-1.61
JTT 4EVR,Tyler Bass,10,32,7.82,13,K,131.58,132,5.18
JTT 4EVR,Tyler Bass,11,20,7.67,23,K,131.58,132,15.33
JTT 4EVR,Tyler Bass,12,7,7.74,10,K,131.58,132,2.26
JTT 4EVR,Jamaal Williams,1,16,7.81,16,RB,123.09,180.6,8.19
JTT 4EVR,Jamaal Williams,2,5,9.66,7,RB,123.09,180.6,-2.66
JTT 4EVR,Jamaal Williams,3,21,8.1,24.7,RB,123.09,180.6,16.6
JTT 4EVR,Jamaal Williams,4,31,14.06,23.9,RB,123.09,180.6,9.84
JTT 4EVR,Jamaal Williams,5,2,15.97,5.6,RB,123.09,180.6,-10.37
JTT 4EVR,Jamaal Williams,6,0,0,0,RB,123.09,180.6,0
JTT 4EVR,Jamaal Williams,7,3,13.1,7.3,RB,123.09,180.6,-5.8
JTT 4EVR,Jamaal Williams,8,23,10.16,22.6,RB,123.09,180.6,12.44
JTT 4EVR,Jamaal Williams,9,22,11.42,10.1,RB,123.09,180.6,-1.32
JTT 4EVR,Jamaal Williams,10,25,12.11,11.9,RB,123.09,180.6,-0.21
JTT 4EVR,Jamaal Williams,11,17,11.83,24.4,RB,123.09,180.6,12.57
JTT 4EVR,Jamaal Williams,12,12,11.13,10.6,RB,123.09,180.6,-0.53
JTT 4EVR,Trevor Lawrence,1,16,15.94,13.4,QB,260.71,262.7,-2.54
JTT 4EVR,Trevor Lawrence,2,22,15.71,18.5,QB,260.71,262.7,2.79
JTT 4EVR,Trevor Lawrence,3,19,15.97,25.18,QB,260.71,262.7,9.21
JTT 4EVR,Trevor Lawrence,4,2,16.76,5.66,QB,260.71,262.7,-11.1
Trash Trash,Trevor Lawrence,5,5,17.13,10.34,QB,260.71,262.7,-6.79
Dakcidental  Thumblers ,Trevor Lawrence,9,15,16.03,24.94,QB,260.71,262.7,8.91
Dakcidental  Thumblers ,Trevor Lawrence,10,32,18.47,16.36,QB,260.71,262.7,-2.11
Dakcidental  Thumblers ,Trevor Lawrence,11,30,16.33,33.42,QB,260.71,262.7,17.09
Dakcidental  Thumblers ,Trevor Lawrence,12,6,16.97,26.82,QB,260.71,262.7,9.85
JTT 4EVR,Tyler Higbee,1,4,8.82,8.9,TE,130.34,110.2,0.08
JTT 4EVR,Tyler Higbee,2,29,9.11,14.1,TE,130.34,110.2,4.99
JTT 4EVR,Tyler Higbee,3,32,11.49,10.1,TE,130.34,110.2,-1.39
JTT 4EVR,Tyler Higbee,4,8,10.95,17.3,TE,130.34,110.2,6.35
JTT 4EVR,Tyler Higbee,5,5,12.32,11.6,TE,130.34,110.2,-0.72
JTT 4EVR,Tyler Higbee,6,7,13.01,1.7,TE,130.34,110.2,-11.31
JTT 4EVR,Tyler Higbee,7,0,0,0,TE,130.34,110.2,0
JTT 4EVR,Tyler Higbee,8,8,11.05,3.5,TE,130.34,110.2,-7.55
JTT 4EVR,Tyler Higbee,9,26,10.75,0,TE,130.34,110.2,-10.75
JTT 4EVR,Tyler Higbee,10,32,8,15.3,TE,130.34,110.2,7.3
JTT 4EVR,Tyler Higbee,11,2,9.65,8.5,TE,130.34,110.2,-1.15
JTT 4EVR,Tyler Higbee,12,16,10,0,TE,130.34,110.2,-10
JTT 4EVR,Rondale Moore,1,29,0,0,WR,130.69,87.9,0
JTT 4EVR,Rondale Moore,2,17,0,0,WR,130.69,87.9,0
JTT 4EVR,Rondale Moore,3,21,0,0,WR,130.69,87.9,0
JTT 4EVR,Rondale Moore,4,25,7,3.7,WR,130.69,87.9,-3.3
JTT 4EVR,Rondale Moore,5,6,10.23,13.1,WR,130.69,87.9,2.87
JTT 4EVR,Rondale Moore,6,3,12.43,10.9,WR,130.69,87.9,-1.53
JTT 4EVR,Rondale Moore,7,13,11.5,4.1,WR,130.69,87.9,-7.4
JTT 4EVR,Rondale Moore,8,31,10.02,23.4,WR,130.69,87.9,13.38
JTT 4EVR,Rondale Moore,9,3,11.87,14.9,WR,130.69,87.9,3.03
JTT 4EVR,Rondale Moore,10,21,11.5,18.4,WR,130.69,87.9,6.9
JTT 4EVR,Rondale Moore,11,20,11.93,-0.6,WR,130.69,87.9,-12.53
JTT 4EVR,Rondale Moore,12,8,0,0,WR,130.69,87.9,0
Dakcidental  Thumblers ,Ja'Marr Chase,1,28,16.95,28.9,WR,276.17,205.9,11.95
Dakcidental  Thumblers ,Ja'Marr Chase,2,24,16.8,10.8,WR,276.17,205.9,-6
Dakcidental  Thumblers ,Ja'Marr Chase,3,2,18.14,12.7,WR,276.17,205.9,-5.44
Dakcidental  Thumblers ,Ja'Marr Chase,4,18,19.54,12.1,WR,276.17,205.9,-7.44
Dakcidental  Thumblers ,Ja'Marr Chase,5,26,18.22,12,WR,276.17,205.9,-6.22
Dakcidental  Thumblers ,Ja'Marr Chase,6,13,17.91,32.2,WR,276.17,205.9,14.29
Dakcidental  Thumblers ,Ja'Marr Chase,7,27,19.25,33,WR,276.17,205.9,13.75
Dakcidental  Thumblers ,Ja'Marr Chase,8,11,0,0,WR,276.17,205.9,0
Dakcidental  Thumblers ,Ja'Marr Chase,9,25,0,0,WR,276.17,205.9,0
Dakcidental  Thumblers ,Ja'Marr Chase,10,0,0,0,WR,276.17,205.9,0
Dakcidental  Thumblers ,Ja'Marr Chase,11,28,0,0,WR,276.17,205.9,0
Dakcidental  Thumblers ,Ja'Marr Chase,12,32,0,0,WR,276.17,205.9,0
Dakcidental  Thumblers ,Mark Andrews,1,17,14.4,10.2,TE,235.05,164,-4.2
Dakcidental  Thumblers ,Mark Andrews,2,30,13.75,25.7,TE,235.05,164,11.95
Dakcidental  Thumblers ,Mark Andrews,3,22,15.69,28.9,TE,235.05,164,13.21
Dakcidental  Thumblers ,Mark Andrews,4,4,16.67,3.5,TE,235.05,164,-13.17
Dakcidental  Thumblers ,Mark Andrews,5,19,15.77,22.9,TE,235.05,164,7.13
Dakcidental  Thumblers ,Mark Andrews,6,21,17.13,23.6,TE,235.05,164,6.47
Dakcidental  Thumblers ,Mark Andrews,7,6,18.52,0.4,TE,235.05,164,-18.12
Dakcidental  Thumblers ,Mark Andrews,8,26,15.87,6.3,TE,235.05,164,-9.57
Dakcidental  Thumblers ,Mark Andrews,9,2,0,0,TE,235.05,164,0
Dakcidental  Thumblers ,Mark Andrews,10,0,0,0,TE,235.05,164,0
Dakcidental  Thumblers ,Mark Andrews,11,7,15.18,12.3,TE,235.05,164,-2.88
Dakcidental  Thumblers ,Mark Andrews,12,25,15.05,11,TE,235.05,164,-4.05
Dakcidental  Thumblers ,Cam Akers,1,12,12.36,0,RB,146.71,76.5,-12.36
Dakcidental  Thumblers ,Cam Akers,2,18,8.07,8.2,RB,146.71,76.5,0.13
Dakcidental  Thumblers ,Cam Akers,3,26,10.8,10.1,RB,146.71,76.5,-0.7
Dakcidental  Thumblers ,Cam Akers,4,1,9.11,1.3,RB,146.71,76.5,-7.81
Dakcidental  Thumblers ,Cam Akers,5,3,7.86,3.3,RB,146.71,76.5,-4.56
Dakcidental  Thumblers ,Cam Akers,6,19,0,0,RB,146.71,76.5,0
Dakcidental  Thumblers ,Cam Akers,7,0,0,0,RB,146.71,76.5,0
Dakcidental  Thumblers ,Cam Akers,8,1,0,0,RB,146.71,76.5,0
Dakcidental  Thumblers ,Cam Akers,9,4,4.51,0.3,RB,146.71,76.5,-4.21
Dakcidental  Thumblers ,Cam Akers,10,26,4.04,2.2,RB,146.71,76.5,-1.84
Dakcidental  Thumblers ,Cam Akers,11,15,4.85,6.1,RB,146.71,76.5,1.25
Dakcidental  Thumblers ,Cam Akers,12,20,8.09,3.7,RB,146.71,76.5,-4.39
Dakcidental  Thumblers ,David Montgomery,1,1,14.46,8,RB,219.92,159.6,-6.46
